Type,Degree,Course Name,Course Code,Course Type,UMAP1,UMAP2
Course,Water Resources Science M.S.,Water Processes and Management,GEOG 4446,Elective,0.06003588380165503,3.833678041268321
Course,Water Resources Science M.S.,Physical Limnology,LIM 5101,Elective,-0.8999112254207571,4.156806622315379
Course,Water Resources Science M.S.,Water Chemistry,CE 5241,Elective,-0.5165241366451223,4.001787577439281
Course,Water Resources Science M.S.,Organic and Stable Isotope Biogeochemistry,CHEM 5150,Elective,-0.3728287821834524,2.636250440646144
Course,Water Resources Science M.S.,Advanced Environmental Chemistry,CHEM 5212,Elective,-1.8727400904720266,-0.10241636199858561
Course,Water Resources Science M.S.,Data Analysis and Communication for the Natural Sciences,CHEM 5725,Elective,-0.6512792712276418,-2.206496323775319
Course,Water Resources Science M.S.,Chemical Limnology,LIM 5102,Elective,-0.8663676386898,4.148118410874339
Course,Water Resources Science M.S.,Ichthyology,BIOL 4761,Elective,-0.9429500704830129,3.4850337846765242
Course,Water Resources Science M.S.,Leverage Bioinformatic Tools to Manage Big Data and Answer Primary Biology Questions,BIOL 5201,Elective,-0.680116475207134,-2.196888055037526
Course,Water Resources Science M.S.,Microbial Ecology,BIOL 5801,Elective,-1.2115357523982961,3.008572195340129
Course,Water Resources Science M.S.,Fisheries Ecology and Management,BIOL 5805,Elective,-1.0710199481075247,3.4124331815728866
Course,Water Resources Science M.S.,Ecological Statistics,BIOL 5809,Elective,-1.467310250384136,3.14805451469514
Course,Water Resources Science M.S.,Stream Ecology,BIOL 5833,Elective,-1.1795042162960012,3.3142128332147323
Course,Water Resources Science M.S.,Lake Ecology,BIOL 5861,Elective,-1.2814634448116262,3.3240895612725936
Course,Water Resources Science M.S.,Ecosystems Ecology,BIOL 5863,Elective,-1.338345349413677,3.177958284188243
Course,Water Resources Science M.S.,Open Channel Hydraulics,CE 4213,Elective,0.6595122212345164,3.3975133045205794
Course,Water Resources Science M.S.,Hydraulic Design,CE 4215,Elective,0.7972843045169871,3.3755071504602157
Course,Water Resources Science M.S.,Design of Water and Wastewater Treatment Plants,CE 4256,Elective,0.5891649121219675,4.032608900834056
Course,Water Resources Science M.S.,Applications in Environmental Modeling,CE 5216,Elective,-0.6634586459224661,2.8961389406213485
Course,Water Resources Science M.S.,Urban Hydrology and Stormwater Management,CE 5225,Elective,-0.16876345930747583,3.4725376708993636
Course,Water Resources Science M.S.,Water Resources Engineering,CE 5226,Elective,0.41758078278847144,3.89734331207368
Course,Water Resources Science M.S.,Water Quality Engineering,CE 5237,Elective,0.4312154644901316,3.9999647481927596
Course,Water Resources Science M.S.,Environmental Remediation Technologies,CE 5246,Elective,-1.884955227953716,-0.03252729339506999
Course,Water Resources Science M.S.,Advanced Analytical Spectroscopy,CHEM 5224,Elective,-1.5915129786556204,-0.720949973296193
Course,Water Resources Science M.S.,Modern Mass Spectrometry,CHEM 5720,Elective,-1.504116833788677,-0.9949785129537858
Course,Water Resources Science M.S.,Glacial and Quaternary Geology,EES 5210,Elective,0.3402144307071726,2.3347019745597564
Course,Water Resources Science M.S.,Fluvial Geomorphology,EES 5260,Elective,0.30982702912636206,3.011739943791362
Course,Water Resources Science M.S.,Field Methods in Hydrology,EES 5510,Elective,-0.22908955870322778,3.194007609654399
Course,Water Resources Science M.S.,Introduction to Stream Restoration,EES 5601,Elective,0.2192398899967234,3.3569368465432845
Course,Water Resources Science M.S.,Stream Crossing Design,EES 5603,Elective,0.6449910992557566,2.91482857303712
Course,Water Resources Science M.S.,Stream Restoration Practice,EES 8602,Elective,0.3248488301212351,3.3629827840814315
Course,Water Resources Science M.S.,Environmental Application of GIS,GIS 5572,Elective,-0.6328671580379446,2.7605166180619918
Course,Water Resources Science M.S.,Integrated Approaches to the Study of Inland Waters,LIM 5010,Elective,-0.6959579592769582,3.6430685861596785
Course,Water Resources Science M.S.,Integrated Approaches to the Study of Inland Waters II,LIM 5012,Elective,-0.6702373629634817,3.693311844635936
Course,Water Resources Science M.S.,Laboratory and Discussion in Integrated Approaches to the Study of Inland Waters II,LIM 5013,Elective,-0.6169522410457571,3.6838976486215316
Course,Water Resources Science M.S.,Geological Paleolimnology,LIM 5103,Elective,0.14520853699989722,2.498651002217265
Course,Water Resources Science M.S.,Research Frontiers and New Directions in Limnology and Environmental Science,LIM 5105,Elective,-0.7839615946834524,3.9473173959741317
Course,Water Resources Science M.S.,Fluid Dynamics,PHYS 5541,Elective,-0.2650707369869192,0.7904045923242293
Course,Water Resources Science M.S.,Plan B Project,WRS 8095,Elective,0.559601485150532,-0.5514174358358659
Degree Mean,Applied Materials Science M.S.,Applied Materials Science M.S. mean,NA,NA,0.7099673146183054,0.1717702491769515
Degree Mean,Chemical Engineering M.S.Ch.E,Chemical Engineering M.S.Ch.E mean,NA,NA,0.033275305646137454,0.16263404922577962
Degree Mean,Chemistry M.S.,Chemistry M.S. mean,NA,NA,-1.3972099429195364,-1.2365735427847184
Degree Mean,Civil Engineering M.S.,Civil Engineering M.S. mean,NA,NA,1.1826044911319773,0.9739146574029647
Degree Mean,Computer Science M.S.,Computer Science M.S. mean,NA,NA,0.736272513287739,-1.6150809185018815
Degree Mean,Earth and Environmental Sciences M.S.,Earth and Environmental Sciences M.S. mean,NA,NA,0.016094385998920657,2.5687305374631606
Degree Mean,Electrical Engineering M.S.E.E.,Electrical Engineering M.S.E.E. mean,NA,NA,1.216816126721577,-1.1257322685232438
Degree Mean,Integrated Biosciences M.S.,Integrated Biosciences M.S. mean,NA,NA,-0.9196899539058645,-1.9714742557516374
Degree Mean,Mathematical Sciences M.S.,Mathematical Sciences M.S. mean,NA,NA,0.1868941182071726,-2.1859146015157975
Degree Mean,Mechanical Engineering M.S.M.E.,Mechanical Engineering M.S.M.E. mean,NA,NA,0.802439391034321,-0.2936080352773942
Degree Mean,Physics M.S.,Physics M.S. mean,NA,NA,-0.1939051753108938,-1.0875464336386003
Degree Mean,Water Resources Science M.S.,Water Resources Science M.S. mean,NA,NA,-0.5765927439754446,3.307493243981334
